City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,lulea,65.5842,22.1547,4.04,75,0,3.09,SE,1683392943
364,puerto deseado,-47.7503,-65.8938,12.55,72,62,9.33,AR,1683392979
365,rakops,-21.0167,24.3333,25.86,22,0,3.44,BW,1683392980
366,kerikeri,-35.2268,173.9474,16.98,93,100,2.93,NZ,1683392980
367,novyy turtkul',41.55,61.0167,13.95,52,90,2.17,UZ,1683392980
368,mariental,-24.6333,17.9667,25.04,28,98,4.29,NA,1683392980
369,nemuro,43.3236,145.575,2.74,80,100,3.44,JP,1683392980
370,vallenar,-28.5708,-70.7581,21.62,28,26,2.36,CL,1683392980
371,mana,5.6592,-53.7767,29.26,66,75,4.52,GF,1683392980
372,darwin,-12.4611,130.8418,26.99,87,64,1.54,AU,1683392980
373,barabai,-2.5833,115.3833,24.13,97,97,0.72,ID,1683392981
374,stephenville,32.2207,-98.2023,29.93,68,40,5.14,US,1683392981
375,afif,23.9065,42.9172,31.56,13,68,3.54,SA,1683392981
376,khovd,48.0056,91.6419,2.84,97,100,3.0,MN,1683392981
377,constantia,44.1833,28.65,15.38,67,30,6.97,RO,1683392981
378,mae hong son,19.3003,97.9685,28.05,55,8,0.72,TH,1683392981
379,eseka,3.65,10.7667,25.17,92,92,0.6,CM,1683392981
380,port saint john's,-31.6229,29.5448,20.06,87,96,4.43,ZA,1683392981
381,majene,-3.5403,118.9707,25.99,89,100,1.96,ID,1683392981
382,colonia,50.9333,6.95,17.76,82,20,1.03,DE,1683392855
383,carnarvon,-24.8667,113.6333,21.9,70,13,4.75,AU,1683392908
384,aldan,58.6031,125.3894,0.69,77,95,4.05,RU,1683392982
385,qutqashen,40.9814,47.8458,15.11,72,71,0.4,AZ,1683392982
386,caconda,-13.7333,15.0667,20.24,66,92,1.99,AO,1683392982
387,kaohsiung,22.6163,120.3133,28.35,79,100,1.79,TW,1683392982
388,yarim,14.298,44.3779,15.1,75,100,0.67,YE,1683392982
389,kingston,17.997,-76.7936,33.47,68,20,9.26,JM,1683392768
390,sinabang,2.4803,96.3801,25.94,89,100,7.93,ID,1683392983
391,orthez,43.4884,-0.7724,23.15,85,100,4.83,FR,1683392632
392,yeppoon,-23.1333,150.7333,15.88,71,99,3.42,AU,1683392983
393,sovetskaya gavan',48.9723,140.2878,2.56,70,92,1.23,RU,1683392983
394,ballina,-28.8667,153.5667,17.23,89,96,2.45,AU,1683392983
395,beawar,26.1,74.3167,30.4,30,36,2.46,IN,1683392983
396,nadym,65.5333,72.5167,-1.15,88,100,4.39,RU,1683392983
397,borogontsy,62.6683,131.1683,1.8,98,100,3.76,RU,1683392983
398,loiza,18.4313,-65.8802,33.05,54,40,4.63,PR,1683392984
399,bol'shoye murashkino,55.7826,44.7754,2.99,57,54,5.15,RU,1683392984
400,varadero,23.1536,-81.2514,31.42,58,1,5.19,CU,1683392984
401,amursk,50.2261,136.8994,4.92,62,13,1.22,RU,1683392984
402,general toshevo,43.7,28.0333,14.51,64,32,1.79,BG,1683392984
403,pishva,35.308,51.7267,24.75,13,2,3.38,IR,1683392847
404,ocos,14.5094,-92.1933,35.1,65,100,3.9,GT,1683392984
405,inarajan village,13.2736,144.7484,27.54,92,99,4.63,GU,1683392985
406,sarangani,5.4033,125.4636,27.92,78,91,0.6,PH,1683392985
407,tsiombe,-25.3,45.4833,21.39,85,40,2.88,MG,1683392985
408,itati,-27.2704,-58.2446,17.58,90,100,1.45,AR,1683392985
409,ulladulla,-35.35,150.4667,7.09,84,81,2.92,AU,1683392985
410,guozhen,34.3659,107.359,11.49,97,100,2.34,CN,1683392985
411,tocopilla,-22.092,-70.1979,20.85,60,4,2.95,CL,1683392558
412,palmer,42.1584,-72.3287,22.14,35,40,3.09,US,1683392986
413,nurota,40.5614,65.6886,13.51,54,70,2.64,UZ,1683392986
414,carutapera,-1.195,-46.02,30.29,66,66,4.1,BR,1683392986
415,pariaman,-0.619,100.12,24.6,96,100,5.75,ID,1683392986
416,papao,-17.75,-149.55,25.82,81,97,9.18,PF,1683392986
417,labuan,5.2767,115.2417,28.61,75,76,3.7,MY,1683392986
418,tabou,4.423,-7.3528,28.64,77,77,3.69,CI,1683392986
419,embarcacion,-23.209,-64.096,22.9,69,62,3.12,AR,1683392986
420,new norfolk,-42.7826,147.0587,3.29,72,1,1.12,AU,1683392987
421,camapua,-19.5314,-54.0439,29.86,49,80,2.33,BR,1683392987
422,valparaiso,-33.0393,-71.6273,16.67,82,100,1.54,CL,1683392736
423,tsiroanomandidy,-18.7667,46.0333,18.91,75,16,0.96,MG,1683392849
424,aginskoye,51.1,114.53,5.74,44,24,3.05,RU,1683392987
425,praia da vitoria,38.7333,-27.0667,18.75,96,100,9.52,PT,1683392987
426,ibague,4.4389,-75.2322,27.16,62,97,3.56,CO,1683392987
427,sur,22.5667,59.5289,29.48,56,2,0.96,OM,1683392803
428,springs,-26.25,28.4,22.31,34,62,1.82,ZA,1683392458
429,minas de marcona,-15.2119,-75.1103,21.02,61,50,6.03,PE,1683392988
430,karukh,34.4811,62.5863,15.15,33,0,2.46,AF,1683392988
431,point pleasant,40.0832,-74.0682,22.28,49,40,5.66,US,1683392885
432,pekan,3.4836,103.3996,26.28,88,92,1.03,MY,1683392892
433,lospalos,-8.5186,127.0025,22.6,96,98,2.87,TL,1683392988
434,remire-montjoly,4.9167,-52.2667,31.02,62,40,6.17,GF,1683392988
435,chilliwack,49.1747,-121.9443,11.17,96,100,3.13,CA,1683392988
436,la punta,-33.1837,-66.3127,18.89,43,29,2.07,AR,1683392988
437,shiyan,32.6475,110.7781,13.06,91,100,0.49,CN,1683392988
438,itaituba,-4.2761,-55.9836,31.98,56,86,1.65,BR,1683392989
439,las rosas,-32.4766,-61.5804,13.12,91,100,4.32,AR,1683392436
440,bafra,41.5678,35.9069,12.73,91,93,0.91,TR,1683392989
441,phon charoen,18.0333,103.1667,36.64,38,20,2.49,TH,1683392989
442,bella vista,36.4295,-94.2316,29.29,58,0,8.23,US,1683392930
443,halifax,44.6453,-63.5724,18.16,50,50,9.77,CA,1683392227
444,chiredzi,-21.05,31.6667,22.05,46,0,2.7,ZW,1683392989
445,sitangkai,4.6628,119.3928,28.48,77,79,2.03,PH,1683392989
446,yancheng,33.3856,120.1253,13.33,85,100,5.17,CN,1683392989
447,princeville,45.7668,-61.2985,12.31,51,57,5.36,CA,1683392990
448,novodvinsk,64.4165,40.8122,-0.3,72,99,3.37,RU,1683392990
449,ende,-8.8432,121.6623,24.88,88,89,0.22,ID,1683392990
450,xilin hot,43.9667,116.0333,5.72,45,3,1.61,CN,1683392990
451,fortuna foothills,32.6578,-114.4119,23.45,31,0,2.57,US,1683392990
452,ogurugu,6.7856,6.9505,27.59,74,99,1.74,NG,1683392990
453,paita,-5.0892,-81.1144,26.72,68,91,3.83,PE,1683392990
454,nguigmi,14.2495,13.1092,34.06,17,24,1.95,NE,1683392991
455,ndende,-2.4008,11.3581,26.53,82,54,1.29,GA,1683392991
456,mount pearl,47.5166,-52.7813,6.64,85,100,7.2,CA,1683392991
457,leava,-14.3,-178.1667,27.78,77,4,4.19,WF,1683392991
458,zeya,53.75,127.2667,4.59,75,14,1.18,RU,1683392991
459,chachersk,52.9164,30.9179,7.95,55,87,2.47,BY,1683392991
460,smithers,54.7804,-127.1743,6.48,96,100,1.47,CA,1683392991
461,mora,11.0461,14.1401,37.64,9,88,2.22,CM,1683392992
462,tampakan,6.4442,124.9264,24.79,95,99,0.67,PH,1683392992
463,visby,57.6409,18.296,6.7,52,0,5.14,SE,1683392992
464,jiutai,44.1525,125.8328,10.99,29,23,1.18,CN,1683392992
465,tamanrasset,22.785,5.5228,32.95,7,0,5.14,DZ,1683392992
466,buka,40.8108,69.1986,13.65,64,68,1.36,UZ,1683392992
467,nar'yan-mar,67.6713,53.087,-7.02,93,72,3.0,RU,1683392992
468,antonio enes,-16.2325,39.9086,24.14,70,35,3.57,MZ,1683392992
469,plouzane,48.3833,-4.6167,15.18,94,100,5.14,FR,1683392993
470,qarqaraly,49.4058,75.4742,11.86,38,43,2.28,KZ,1683392993
471,illizi,26.4833,8.4667,34.34,8,80,5.63,DZ,1683392993
472,horta,38.5333,-28.6333,17.8,94,75,8.23,PT,1683392993
473,rosarito,32.3333,-117.0333,18.13,66,14,3.91,MX,1683392993
474,katsuura,35.1333,140.3,20.62,81,90,12.9,JP,1683392993
475,argo,37.6333,22.7333,20.44,60,24,2.55,GR,1683392993
476,hami,42.8,93.45,9.9,51,3,4.4,CN,1683392993
477,mount gambier,-37.8333,140.7667,5.52,87,17,2.07,AU,1683392938
478,sept-iles,50.2001,-66.3821,16.29,28,20,5.14,CA,1683392759
479,bocas del toro,9.3333,-82.25,28.93,66,99,4.96,PA,1683392994
480,saldanha,-33.0117,17.9442,16.43,85,63,3.19,ZA,1683392994
481,sao joao da barra,-21.6403,-41.0511,29.05,69,9,4.06,BR,1683392994
482,khash,28.2211,61.2158,22.93,20,0,2.39,IR,1683392994
483,grand-bassam,5.2118,-3.7388,29.98,67,75,4.39,CI,1683392889
484,pizarro,4.9533,-77.366,29.31,78,98,2.0,CO,1683392876
485,dabat,12.9842,37.765,20.98,28,94,2.0,ET,1683392994
486,nouadhibou,20.931,-17.0347,23.99,57,0,9.26,MR,1683392995
487,bodo,67.28,14.405,7.75,42,0,1.54,NO,1683392995
488,harpanahalli,14.8,75.9833,25.77,66,90,6.54,IN,1683392995
489,novotroitsk,51.203,58.3266,14.39,32,99,1.8,RU,1683392995
490,brazzaville,-4.2658,15.2832,28.41,70,26,1.04,CG,1683392995
491,yaren,-0.5472,166.916,28.43,77,71,5.6,NR,1683392995
492,st. john's,47.5649,-52.7093,7.1,86,100,7.2,CA,1683392768
493,alesund,62.4723,6.1549,12.78,49,0,3.6,NO,1683392983
494,marquette,46.5333,-87.6335,10.69,83,100,1.34,US,1683392996
495,vilhena,-12.7406,-60.1458,28.62,54,90,2.16,BR,1683392996
496,kargasok,59.0556,80.8572,12.07,82,49,4.3,RU,1683392935
497,strathmore,51.0501,-113.3852,10.19,66,100,3.6,CA,1683392401
498,namalenga,-10.95,39.1,23.8,70,59,1.54,TZ,1683392996
499,san angelo,31.4638,-100.437,31.97,51,20,7.2,US,1683392801
500,machalpur,24.1333,76.3,31.88,30,81,3.03,IN,1683392996
501,chimbote,-9.0853,-78.5783,25.34,72,55,4.55,PE,1683392996
502,zelenogorskiy,55.0333,87.0,10.62,67,10,1.26,RU,1683392996
503,nabire,-3.3667,135.4833,25.26,92,95,1.44,ID,1683392997
504,zambezi,-13.5432,23.1047,20.72,49,3,1.29,ZM,1683392997
505,tezu,27.9167,96.1667,22.02,66,63,2.02,IN,1683392997
506,chaihe,44.7667,129.7,6.54,41,14,0.9,CN,1683392997
507,chadan,51.2833,91.5833,7.11,37,0,2.11,RU,1683392997
508,timimoun,29.2639,0.231,41.04,4,92,4.68,DZ,1683392997
509,qui nhon,13.7667,109.2333,27.38,92,100,2.87,VN,1683392997
510,casablanca,33.5928,-7.6192,24.12,60,0,4.12,MA,1683392786
511,mangrol,21.1167,70.1167,27.74,79,3,5.64,IN,1683392998
512,pratt,37.6439,-98.7376,28.12,39,0,4.12,US,1683392998
513,pingliang,35.5392,106.6861,10.14,76,100,1.43,CN,1683392998
514,tommot,58.9564,126.2925,0.7,91,89,1.71,RU,1683392998
515,ranot,7.7777,100.3213,28.97,75,96,2.12,TH,1683392998
516,cabo san lucas,22.8909,-109.9124,30.34,38,75,0.0,MX,1683392998
517,zyryanovsk,49.7386,84.2719,8.05,63,0,0.68,KZ,1683392998
518,acapulco de juarez,16.8634,-99.8901,31.9,66,20,3.6,MX,1683392870
519,westport,41.1415,-73.3579,22.07,38,0,4.63,US,1683392999
520,narimanov,46.6927,47.8498,16.95,46,42,2.27,RU,1683392999
521,dalbandin,28.8947,64.4101,26.83,9,0,3.23,PK,1683392999
522,tsaratanana,-16.7833,47.65,24.33,67,83,2.45,MG,1683392999
523,khandyga,62.6667,135.6,1.13,98,100,3.98,RU,1683392999
524,yuncheng,35.0231,110.9928,11.66,89,100,1.27,CN,1683392999
525,dolores,-36.3132,-57.6792,16.54,96,100,5.44,AR,1683392999
526,seydi,39.4816,62.9137,19.11,38,100,2.46,TM,1683392999
527,pacific grove,36.6177,-121.9166,16.05,76,75,4.92,US,1683392869
528,ebaye,8.7748,167.7392,27.01,89,40,7.72,MH,1683393000
529,fort bragg,35.139,-79.006,25.75,40,40,2.24,US,1683393000
530,mata-utu,-13.2816,-176.1745,28.16,75,12,4.16,WF,1683393001
531,waddan,29.1614,16.139,26.72,18,0,3.34,LY,1683393001
532,berbera,10.4396,45.0143,32.02,65,82,2.92,SO,1683393001
533,midvagur,62.0511,-7.1939,9.46,93,100,6.69,FO,1683393001
534,marsa alam,25.0757,34.8918,25.49,56,0,1.41,EG,1683392739
535,cambria,35.5641,-121.0808,16.95,87,75,1.34,US,1683393002
536,korem,12.5058,39.5228,15.13,75,92,2.5,ET,1683393003
537,pangai,-19.8,-174.35,25.62,78,17,4.38,TO,1683393003
538,reyes,-14.3167,-67.3833,25.73,83,97,1.61,BO,1683393004
539,encarnacion,-27.3333,-55.9,21.29,83,100,0.0,PY,1683393004
540,chernyshevsk,52.5243,117.0174,5.53,37,32,1.94,RU,1683393004
541,barcelona,41.3888,2.159,25.24,73,40,4.12,ES,1683392814
542,fyodorovka,53.6314,62.7078,17.54,32,23,4.26,KZ,1683393005
543,nenjiang,49.1833,125.2167,9.27,26,82,1.32,CN,1683393005
544,tanguieta,10.6212,1.2665,35.79,30,73,3.64,BJ,1683393006
545,bardai,11.65,7.2333,36.92,15,76,3.51,NG,1683393006
546,paranaiba,-19.6772,-51.1908,30.02,46,78,1.01,BR,1683393006
547,betio village,1.358,172.9211,26.02,82,25,4.42,KI,1683393006
548,pechora,65.1472,57.2244,-1.02,90,100,6.08,RU,1683393007
549,la passe,45.5549,-0.8967,26.13,83,100,5.03,FR,1683393007
550,fort stockton,30.894,-102.8793,31.03,6,0,6.69,US,1683393008
551,peace river,56.2501,-117.286,15.78,46,0,7.73,CA,1683393008
552,noumea,-22.2763,166.4572,23.89,99,61,2.57,NC,1683393008
553,ratnagiri,16.9833,73.3,27.75,72,82,2.97,IN,1683393009
554,guapi,2.5708,-77.8854,30.29,72,98,3.46,CO,1683393009
555,lagos,6.5833,3.75,29.18,69,100,3.5,NG,1683392702
556,cold lake,54.4502,-110.2017,10.26,60,5,5.35,CA,1683393009
557,bambanglipuro,-7.95,110.2833,26.05,88,100,3.52,ID,1683393010
558,kutum,14.2,24.6667,30.42,7,6,4.21,SD,1683393010
559,patong,7.8961,98.2966,31.68,99,80,4.82,TH,1683393012
560,pacasmayo,-7.4006,-79.5714,26.03,69,17,5.67,PE,1683393012
561,rio grande,-32.035,-52.0986,21.06,93,100,4.74,BR,1683392941
562,thunder bay,48.4001,-89.3168,5.57,97,100,4.38,CA,1683392869
563,coquimbo,-29.9533,-71.3436,17.85,59,20,3.09,CL,1683392197
564,esqueda,30.7167,-109.5833,22.41,13,69,4.87,MX,1683393014
